Pathway1_level	Pathway1	Pathway2_level	Pathway2	Pathway3_level	Pathway3
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99986	Glycan metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99987	Cofactor metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99988	Secondary metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99999	Others
ko09190	Not Included in Pathway or Brite	ko09192	Unclassified: genetic information processing	ko99973	Transcription
ko09190	Not Included in Pathway or Brite	ko09192	Unclassified: genetic information processing	ko99974	Translation
ko09190	Not Included in Pathway or Brite	ko09192	Unclassified: genetic information processing	ko99975	Protein processing
ko09190	Not Included in Pathway or Brite	ko09192	Unclassified: genetic information processing	ko99976	Replication and repair
ko09190	Not Included in Pathway or Brite	ko09192	Unclassified: genetic information processing	ko99998	Others
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99977	Transport
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99978	Cell growth
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99979	Unclassified viral proteins
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99992	Structural proteins
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99993	Cell motility
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99994	Others
ko09190	Not Included in Pathway or Brite	ko09193	Unclassified: signaling and cellular processes	ko99995	Signaling proteins
ko09190	Not Included in Pathway or Brite	ko09194	Poorly characterized	ko99996	General function prediction only
ko09190	Not Included in Pathway or Brite	ko09194	Poorly characterized	ko99997	Function unknown
